,time,price,route_id,age_SimpleImputer(strategy='mode'),gender_Hombre,gender_Mujer,gender_Prefiero no decirlo,type_Historica,type_Literaria,type_Patrimonio,type_Turistica,diff_Alta,diff_Baja,comp_Amigos,comp_Familia,comp_Pareja,comp_Solo,trans_Bicicleta,trans_Pie
7005,7.5,1,Contes Blasco Ibañez – Ruta 1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
7006,5.5,2,Trinitat - L'Almodí,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
7007,1.5,1,Trinitat - L'Almodí,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
7008,7.5,3,Trinitat - L'Almodí,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
7009,1.5,3,Glorieta-Santa Catalina,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0
7010,5.5,1,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
7011,7.5,3,Ruta Carrer Russafa - la Llotja,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
7012,1.5,1,Ruta recinte enmurallat d'època islàmica,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
7013,5.5,1,Glorieta-Santa Catalina,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
7014,3.5,3,Torres de Quart - Temple,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
7015,5.5,2,Arbres: Els indians,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
7016,5.5,3,Ruta València amb bicicleta,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
7017,7.5,2,Trinitat - L'Almodí,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
7018,1.5,3,Entre Naranjos,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
7019,5.5,1,Arbres: La volta al món,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1
7020,5.5,1,Trinitat - L'Almodí,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
7021,7.5,1,Glorieta-Santa Catalina,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
7022,1.5,3,Trinitat - L'Almodí,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
7023,3.5,2,Torres de Quart - Temple,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
7024,7.5,2,Glorieta-Santa Catalina,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
7025,7.5,1,Glorieta-Santa Catalina,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
7026,7.5,2,Ruta dels Pecats a l'entorn del Mercat Central,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
7027,7.5,2,Trinitat - L'Almodí,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
7028,1.5,1,Glorieta-Santa Catalina,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
7029,5.5,2,Trinitat - L'Almodí,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
7030,5.5,2,Arbres monumentals i singulars,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
7031,5.5,1,Ruta Carrer Russafa - la Llotja,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
7032,3.5,1,Jardins del Reial - Glorieta,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
7033,3.5,1,Entre Naranjos,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
7034,5.5,2,Arbres: La volta al món,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
7035,7.5,3,Ruta Carrer Russafa - la Llotja,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0
7036,3.5,3,Ruta València amb bicicleta,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
7037,3.5,2,Trinitat - L'Almodí,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
7038,3.5,1,Ruta de la Seda,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
7039,3.5,3,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
7040,1.5,3,Glorieta-Santa Catalina,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
7041,3.5,3,Arbres: La volta al món,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1
7042,1.5,1,Ruta València amb bicicleta,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
7043,3.5,2,Arbres: La volta al món,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0
7044,3.5,1,Arbres: Un passeig per l’Albereda,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1
7045,5.5,1,Ruta dels Pecats a l'entorn del Mercat Central,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
7046,5.5,1,Trinitat - L'Almodí,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
7047,5.5,3,Trinitat - L'Almodí,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
7048,1.5,2,Trinitat - L'Almodí,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
7049,1.5,2,Contes Blasco Ibañez – Ruta 1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
7050,7.5,3,Glorieta-Santa Catalina,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
7051,7.5,2,Arbres: La volta al món,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1
7052,7.5,2,Ruta València amb bicicleta,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
7053,3.5,2,Glorieta-Santa Catalina,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
7054,5.5,2,Contes Blasco Ibañez – Ruta 1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
7055,3.5,1,Glorieta-Santa Catalina,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
7056,5.5,1,Trinitat - L'Almodí,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
7057,3.5,3,Entre Naranjos,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
7058,5.5,3,Ruta Carrer Russafa - la Llotja,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
7059,5.5,1,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
7060,1.5,1,Arbres: La volta al món,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
7061,5.5,2,Glorieta-Santa Catalina,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
7062,7.5,2,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0
7063,1.5,3,Arbres monumentals i singulars,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0
7064,3.5,1,Glorieta-Santa Catalina,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
7065,3.5,2,Trinitat - L'Almodí,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
7066,1.5,3,Contes Blasco Ibañez – Ruta 1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
7067,5.5,3,Ruta de la Seda,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
7068,3.5,1,Glorieta-Santa Catalina,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
7069,1.5,1,Contes Blasco Ibañez – Ruta 1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
7070,5.5,3,Trinitat - L'Almodí,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0
7071,3.5,1,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0
7072,3.5,2,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
7073,5.5,1,Glorieta-Santa Catalina,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1
7074,7.5,2,Ruta Cultural Anell Ciclista,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
7075,1.5,3,Ruta dels Pecats a l'entorn del Mercat Central,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1
7076,7.5,2,Ruta Carrer Russafa - la Llotja,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
7077,3.5,1,Ruta dels Pecats a l'entorn del Mercat Central,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
7078,5.5,2,Trinitat - L'Almodí,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
7079,7.5,2,Trinitat - L'Almodí,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
7080,3.5,3,Ruta València amb bicicleta,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
7081,3.5,3,Contes Blasco Ibañez – Ruta 1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
7082,7.5,2,Ruta Carrer Russafa - la Llotja,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
7083,1.5,2,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
7084,1.5,2,Ruta Cultural Anell Ciclista,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
7085,7.5,2,Ruta Cultural Anell Ciclista,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
7086,7.5,2,Ruta Carrer Russafa - la Llotja,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
7087,7.5,1,Ruta Cultural Anell Ciclista,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0
7088,7.5,3,Ruta dels Pecats a l'entorn del Mercat Central,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
7089,5.5,2,Contes Blasco Ibañez – Ruta 1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0
7090,7.5,1,Ruta recinte enmurallat d'època islàmica,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
7091,1.5,3,Trinitat - L'Almodí,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
7092,3.5,3,Arbres: La volta al món,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0
7093,5.5,2,Ruta dels Pecats a l'entorn del Mercat Central,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
7094,3.5,2,Glorieta-Santa Catalina,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
7095,5.5,2,Ruta recinte enmurallat d'època islàmica,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
7096,5.5,3,Arbres: La volta al món,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1
7097,5.5,1,Ruta de la Seda,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
7098,1.5,2,Serrans - Palau de la Generalitat,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
7099,1.5,2,Sant Agustí - Portal Nou,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
7100,1.5,3,Trinitat - L'Almodí,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
7101,7.5,2,Ruta dels Pecats a l'entorn del Mercat Central,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
7102,7.5,1,Glorieta-Santa Catalina,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
7103,5.5,1,Contes Blasco Ibañez – Ruta 1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
7104,3.5,1,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
7105,3.5,2,Torres de Quart - Temple,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
7106,1.5,2,Ruta dels Pecats a l'entorn del Mercat Central,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
7107,7.5,3,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
7108,3.5,2,Trinitat - L'Almodí,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
7109,3.5,2,Glorieta-Santa Catalina,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
7110,3.5,1,Torres de Quart - Temple,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0
7111,5.5,3,Trinitat - L'Almodí,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
7112,1.5,3,Arbres: La volta al món,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
7113,7.5,1,Ruta dels Pecats a l'entorn del Mercat Central,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
7114,3.5,1,Trinitat - L'Almodí,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
7115,7.5,3,Contes Blasco Ibañez – Ruta 1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
7116,3.5,3,Trinitat - L'Almodí,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
7117,3.5,1,Arbres monumentals i singulars,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
7118,1.5,1,Glorieta-Santa Catalina,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
7119,7.5,3,Trinitat - L'Almodí,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
7120,1.5,1,Glorieta-Santa Catalina,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
7121,7.5,2,Trinitat - L'Almodí,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
7122,1.5,3,Trinitat - L'Almodí,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0
7123,5.5,1,Arbres: La volta al món,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
7124,3.5,1,Ruta dels Pecats a l'entorn del Mercat Central,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
7125,1.5,2,Arbres: La volta al món,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
7126,5.5,2,Glorieta-Santa Catalina,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
7127,1.5,3,Glorieta-Santa Catalina,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
7128,7.5,1,Ruta Carrer Russafa - la Llotja,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
7129,1.5,2,Ruta València amb bicicleta,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
7130,7.5,2,Glorieta-Santa Catalina,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
7131,1.5,2,Trinitat - L'Almodí,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0
7132,7.5,2,Ruta dels Pecats a l'entorn del Mercat Central,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
7133,5.5,2,Trinitat - L'Almodí,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
7134,7.5,1,Ruta dels Pecats a l'entorn del Mercat Central,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
7135,3.5,3,Trinitat - L'Almodí,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
7136,3.5,2,No hay ruta,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
7137,3.5,2,Ruta dels Pecats a l'entorn del Mercat Central,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
7138,7.5,3,Glorieta-Santa Catalina,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
7139,7.5,2,Contes Blasco Ibañez – Ruta 1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
7140,3.5,1,Ruta dels Pecats a l'entorn del Mercat Central,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
7141,3.5,2,Trinitat - L'Almodí,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0
7142,7.5,3,Trinitat - L'Almodí,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1
7143,7.5,2,Ruta Carrer Russafa - la Llotja,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
7144,1.5,2,Ruta Valencia en la Memòria,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
7145,1.5,2,Sant Agustí - Portal Nou,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
7146,3.5,2,Contes Blasco Ibañez – Ruta 1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
7147,5.5,3,Glorieta-Santa Catalina,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1
7148,7.5,2,Arbres: La volta al món,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0
7149,5.5,1,Entre Naranjos,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
7150,7.5,3,Trinitat - L'Almodí,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
7151,5.5,2,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
7152,5.5,1,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
7153,7.5,1,Ruta Carrer Russafa - la Llotja,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
7154,7.5,1,Trinitat - L'Almodí,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1
7155,7.5,2,Contes Blasco Ibañez – Ruta 1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
7156,7.5,3,Arbres: La volta al món,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0
7157,7.5,2,Arbres: La volta al món,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
7158,7.5,3,Trinitat - L'Almodí,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
7159,7.5,2,Trinitat - L'Almodí,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1
7160,7.5,3,Glorieta-Santa Catalina,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
7161,1.5,1,Contes Blasco Ibañez – Ruta 2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
7162,1.5,3,Trinitat - L'Almodí,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
7163,5.5,3,Contes Blasco Ibañez – Ruta 1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
7164,5.5,2,Entre Naranjos,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
7165,3.5,2,Trinitat - L'Almodí,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
7166,5.5,1,Glorieta-Santa Catalina,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
7167,1.5,3,Glorieta-Santa Catalina,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
7168,7.5,3,Glorieta-Santa Catalina,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1
7169,1.5,2,Glorieta-Santa Catalina,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
7170,5.5,2,Glorieta-Santa Catalina,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
7171,3.5,1,Glorieta-Santa Catalina,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
7172,5.5,3,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
7173,5.5,3,Arbres: La volta al món,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0
7174,3.5,3,Torres de Quart - Temple,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
7175,1.5,2,Glorieta-Santa Catalina,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7176,3.5,2,Contes Blasco Ibañez – Ruta 2,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
7177,1.5,2,Trinitat - L'Almodí,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
7178,1.5,1,La barraca,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
7179,3.5,2,Torres de Quart - Temple,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0
7180,7.5,1,Arbres: Els indians,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1
7181,5.5,3,Glorieta-Santa Catalina,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0
7182,5.5,3,No hay ruta,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
7183,3.5,2,Arbres monumentals i singulars,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
7184,1.5,1,Glorieta-Santa Catalina,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
7185,7.5,2,Ruta Carrer Russafa - la Llotja,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
7186,3.5,2,Arbres: La volta al món,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0
7187,7.5,2,Ruta Carrer Russafa - la Llotja,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
7188,1.5,1,Ruta dels Pecats a l'entorn del Mercat Central,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
7189,5.5,3,Glorieta-Santa Catalina,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
7190,3.5,3,Torres de Quart - Temple,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
7191,7.5,1,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0
7192,5.5,3,Glorieta-Santa Catalina,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
7193,5.5,3,Glorieta-Santa Catalina,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
7194,7.5,2,Arbres: La volta al món,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1
7195,3.5,3,Trinitat - L'Almodí,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
7196,5.5,1,Glorieta-Santa Catalina,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
7197,3.5,3,Glorieta-Santa Catalina,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1
7198,5.5,2,Ruta Carrer Russafa - la Llotja,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
7199,1.5,1,Glorieta-Santa Catalina,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
7200,3.5,1,Arbres: La volta al món,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1
7201,5.5,2,Ruta dels Pecats a l'entorn del Mercat Central,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
7202,1.5,3,Ruta dels Pecats a l'entorn del Mercat Central,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
7203,3.5,3,Trinitat - L'Almodí,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
7204,1.5,3,Trinitat - L'Almodí,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
7205,1.5,1,No hay ruta,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
7206,7.5,1,Ruta València amb bicicleta,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
7207,7.5,3,Arbres: La volta al món,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1
7208,7.5,1,Glorieta-Santa Catalina,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
7209,7.5,2,Ruta València amb bicicleta,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
7210,5.5,1,Glorieta-Santa Catalina,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
7211,1.5,1,Arbres: Un passeig per l’Albereda,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1
7212,1.5,2,Glorieta-Santa Catalina,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
7213,1.5,1,Serrans - Palau de la Generalitat,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
7214,1.5,2,Glorieta-Santa Catalina,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
7215,7.5,3,Glorieta-Santa Catalina,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
7216,5.5,1,Arbres: Un viatge pel Mediterrani,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1
7217,7.5,3,Arbres: La volta al món,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0
7218,1.5,3,Contes Blasco Ibañez – Ruta 1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
7219,1.5,2,Trinitat - L'Almodí,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
7220,1.5,1,Entre Naranjos,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
7221,5.5,1,Ruta de la Seda,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
7222,1.5,2,Ruta dels Pecats a l'entorn del Mercat Central,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
7223,1.5,1,Ruta Cultural Anell Ciclista,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
7224,5.5,2,Glorieta-Santa Catalina,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
7225,3.5,1,Glorieta-Santa Catalina,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
7226,7.5,3,Ruta dels Pecats a l'entorn del Mercat Central,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
7227,1.5,2,Contes Blasco Ibañez – Ruta 1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
7228,3.5,3,Torres de Quart - Temple,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
7229,1.5,1,Trinitat - L'Almodí,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
7230,1.5,2,Glorieta-Santa Catalina,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
7231,1.5,3,Glorieta-Santa Catalina,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
7232,1.5,3,Sant Agustí - Portal Nou,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
7233,5.5,3,Arbres: Un viatge pel Mediterrani,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
7234,3.5,2,Ruta València amb bicicleta,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
7235,1.5,3,Glorieta-Santa Catalina,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
7236,7.5,3,Ruta Cultural Anell Ciclista,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
7237,1.5,3,Glorieta-Santa Catalina,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
7238,3.5,2,Ruta recinte enmurallat d'època islàmica,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
7239,7.5,3,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1
7240,5.5,1,Arbres: La volta al món,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1
7241,1.5,2,Trinitat - L'Almodí,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
7242,7.5,3,Glorieta-Santa Catalina,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
7243,1.5,2,Glorieta-Santa Catalina,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
7244,5.5,2,Ruta dels Pecats a l'entorn del Mercat Central,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0
7245,7.5,3,Ruta Cultural Anell Ciclista,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
7246,3.5,3,Trinitat - L'Almodí,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
7247,3.5,2,Ruta Valencia en la Memòria,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
7248,7.5,2,Trinitat - L'Almodí,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
7249,3.5,1,Torres de Quart - Temple,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
7250,3.5,3,Contes Blasco Ibañez – Ruta 1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
