,age,gender,time,type_route,price,difficulty,accompaniment,transport,route_id
1975,0-18,Hombre,7.5,Patrimonio,1-50 Euros,Alta,Solo,Bicicleta,Trinitat - L'Almodí
1976,0-18,Hombre,3.5,Literaria,1-50 Euros,Baja,Solo,Bicicleta,Contes Blasco Ibañez – Ruta 1
1977,18-35,Hombre,5.5,Patrimonio,+50 Euros,Alta,Solo,A Pie,Sant Agustí – Pont de Fusta
1978,+45,Hombre,3.5,Patrimonio,+50 Euros,Baja,Solo,Bicicleta,Torres de Quart - Temple
1979,35-45,Hombre,7.5,Turistica,+50 Euros,Alta,Solo,A Pie,Glorieta-Santa Catalina
1980,18-35,Mujer,5.5,Literaria,Gratis,Baja,Amigos,Bicicleta,Ruta Cultural Anell Ciclista
1981,18-35,Mujer,7.5,Historica,Gratis,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
1982,+45,Hombre,5.5,Literaria,+50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
1983,0-18,Mujer,5.5,Patrimonio,Gratis,Alta,Amigos,A Pie,Trinitat - L'Almodí
1984,35-45,Otro,1.5,Turistica,Gratis,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
1985,0-18,Hombre,3.5,Turistica,Gratis,Baja,Solo,A Pie,Arbres: La volta al món
1986,+45,Otro,7.5,Turistica,+50 Euros,Baja,Amigos,Bicicleta,Arbres: La volta al món
1987,+45,Mujer,7.5,Turistica,Gratis,Alta,Familia,Bicicleta,Trinitat - L'Almodí
1988,0-18,Mujer,5.5,Turistica,1-50 Euros,Alta,Solo,A Pie,Trinitat - L'Almodí
1989,18-35,Hombre,7.5,Literaria,+50 Euros,Baja,Solo,Bicicleta,Ruta Cultural Anell Ciclista
1990,35-45,Hombre,5.5,Patrimonio,1-50 Euros,Baja,Amigos,A Pie,Ruta Carrer Russafa - la Llotja
1991,18-35,Otro,7.5,Patrimonio,+50 Euros,Alta,Familia,Bicicleta,Ruta València amb bicicleta
1992,+45,Hombre,1.5,Turistica,Gratis,Baja,Pareja,A Pie,Arbres: La volta al món
1993,+45,Otro,3.5,Historica,+50 Euros,Baja,Amigos,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
1994,+45,Mujer,3.5,Patrimonio,+50 Euros,Baja,Pareja,Bicicleta,Torres de Quart - Temple
1995,+45,Otro,7.5,Historica,+50 Euros,Alta,Solo,Bicicleta,Trinitat - L'Almodí
1996,0-18,Otro,3.5,Turistica,+50 Euros,Alta,Familia,A Pie,Glorieta-Santa Catalina
1997,35-45,Mujer,5.5,Historica,1-50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
1998,35-45,Otro,5.5,Patrimonio,+50 Euros,Alta,Familia,A Pie,Trinitat - L'Almodí
1999,18-35,Otro,7.5,Patrimonio,1-50 Euros,Baja,Amigos,A Pie,Serrans - Palau de la Generalitat
2000,18-35,Mujer,5.5,Turistica,1-50 Euros,Baja,Solo,A Pie,Arbres: Un viatge pel Mediterrani
2001,0-18,Otro,5.5,Patrimonio,Gratis,Baja,Pareja,A Pie,Ruta Carrer Russafa - la Llotja
2002,0-18,Hombre,7.5,Historica,1-50 Euros,Baja,Solo,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
2003,0-18,Otro,7.5,Literaria,Gratis,Alta,Pareja,A Pie,Glorieta-Santa Catalina
2004,+45,Mujer,1.5,Historica,+50 Euros,Alta,Amigos,A Pie,Glorieta-Santa Catalina
2005,35-45,Hombre,7.5,Turistica,+50 Euros,Baja,Amigos,Bicicleta,Arbres: La volta al món
2006,+45,Mujer,5.5,Historica,Gratis,Baja,Solo,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
2007,35-45,Hombre,7.5,Patrimonio,1-50 Euros,Alta,Pareja,A Pie,Glorieta-Santa Catalina
2008,0-18,Mujer,7.5,Patrimonio,Gratis,Baja,Amigos,A Pie,Ruta Carrer Russafa - la Llotja
2009,+45,Otro,3.5,Patrimonio,+50 Euros,Baja,Solo,Bicicleta,Torres de Quart - Temple
2010,+45,Mujer,1.5,Literaria,Gratis,Alta,Amigos,A Pie,Glorieta-Santa Catalina
2011,0-18,Otro,5.5,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,Arbres: La volta al món
2012,35-45,Otro,3.5,Turistica,Gratis,Baja,Pareja,Bicicleta,Arbres: La volta al món
2013,+45,Mujer,7.5,Historica,1-50 Euros,Baja,Solo,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
2014,18-35,Otro,5.5,Literaria,Gratis,Baja,Familia,Bicicleta,Arbres monumentals i singulars
2015,+45,Hombre,1.5,Historica,1-50 Euros,Baja,Familia,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2016,18-35,Otro,3.5,Literaria,Gratis,Baja,Familia,Bicicleta,Ruta Cultural Anell Ciclista
2017,0-18,Mujer,5.5,Literaria,+50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
2018,35-45,Mujer,5.5,Historica,1-50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
2019,+45,Otro,7.5,Literaria,1-50 Euros,Alta,Amigos,A Pie,Glorieta-Santa Catalina
2020,+45,Mujer,7.5,Patrimonio,1-50 Euros,Alta,Pareja,A Pie,Trinitat - L'Almodí
2021,35-45,Otro,3.5,Patrimonio,Gratis,Baja,Familia,A Pie,Torres de Quart - Temple
2022,35-45,Hombre,1.5,Patrimonio,+50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
2023,35-45,Hombre,7.5,Historica,Gratis,Alta,Solo,Bicicleta,Trinitat - L'Almodí
2024,0-18,Mujer,5.5,Historica,1-50 Euros,Baja,Solo,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2025,35-45,Hombre,1.5,Historica,Gratis,Baja,Solo,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2026,35-45,Otro,5.5,Historica,1-50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
2027,35-45,Otro,1.5,Historica,1-50 Euros,Baja,Pareja,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2028,18-35,Hombre,3.5,Patrimonio,1-50 Euros,Baja,Solo,A Pie,Serrans - Palau de la Generalitat
2029,+45,Otro,5.5,Patrimonio,+50 Euros,Baja,Pareja,Bicicleta,Ruta Carrer Russafa - la Llotja
2030,0-18,Mujer,1.5,Historica,+50 Euros,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
2031,+45,Otro,1.5,Historica,+50 Euros,Alta,Amigos,A Pie,Glorieta-Santa Catalina
2032,+45,Mujer,5.5,Literaria,Gratis,Alta,Familia,Bicicleta,Trinitat - L'Almodí
2033,+45,Mujer,3.5,Historica,1-50 Euros,Baja,Familia,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2034,35-45,Mujer,1.5,Patrimonio,Gratis,Baja,Solo,A Pie,Sant Agustí - Portal Nou
2035,0-18,Mujer,7.5,Turistica,Gratis,Alta,Solo,A Pie,Glorieta-Santa Catalina
2036,+45,Otro,3.5,Historica,+50 Euros,Alta,Solo,A Pie,Trinitat - L'Almodí
2037,0-18,Otro,7.5,Turistica,Gratis,Alta,Amigos,A Pie,Trinitat - L'Almodí
2038,35-45,Mujer,3.5,Patrimonio,Gratis,Alta,Solo,Bicicleta,Trinitat - L'Almodí
2039,35-45,Mujer,3.5,Turistica,1-50 Euros,Alta,Solo,A Pie,Glorieta-Santa Catalina
2040,0-18,Mujer,7.5,Historica,1-50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
2041,0-18,Mujer,7.5,Turistica,Gratis,Alta,Solo,A Pie,Glorieta-Santa Catalina
2042,35-45,Hombre,1.5,Literaria,1-50 Euros,Baja,Pareja,A Pie,Contes Blasco Ibañez – Ruta 1
2043,0-18,Otro,3.5,Turistica,Gratis,Baja,Solo,A Pie,Arbres: La volta al món
2044,18-35,Mujer,3.5,Historica,+50 Euros,Baja,Familia,Bicicleta,Arbres monumentals i singulars
2045,18-35,Mujer,5.5,Patrimonio,1-50 Euros,Alta,Pareja,A Pie,Jardins del Reial - Glorieta
2046,0-18,Otro,7.5,Historica,Gratis,Baja,Amigos,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2047,+45,Otro,1.5,Turistica,Gratis,Baja,Pareja,Bicicleta,Arbres: La volta al món
2048,0-18,Mujer,3.5,Patrimonio,1-50 Euros,Alta,Solo,A Pie,Trinitat - L'Almodí
2049,35-45,Hombre,1.5,Turistica,+50 Euros,Baja,Pareja,Bicicleta,Arbres: La volta al món
2050,18-35,Otro,3.5,Patrimonio,1-50 Euros,Baja,Pareja,A Pie,Serrans - Palau de la Generalitat
2051,18-35,Hombre,7.5,Turistica,Gratis,Baja,Amigos,A Pie,Arbres: Un viatge pel Mediterrani
2052,18-35,Otro,1.5,Historica,+50 Euros,Baja,Pareja,A Pie,Ruta Valencia en la Memòria
2053,18-35,Otro,1.5,Historica,Gratis,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
2054,+45,Mujer,7.5,Historica,1-50 Euros,Baja,Familia,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
2055,18-35,Hombre,7.5,Historica,1-50 Euros,Baja,Solo,A Pie,Ruta Valencia en la Memòria
2056,0-18,Mujer,1.5,Literaria,+50 Euros,Alta,Amigos,A Pie,Trinitat - L'Almodí
2057,35-45,Mujer,1.5,Historica,+50 Euros,Baja,Pareja,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2058,+45,Mujer,5.5,Historica,1-50 Euros,Alta,Amigos,A Pie,Glorieta-Santa Catalina
2059,+45,Hombre,7.5,Historica,Gratis,Alta,Solo,A Pie,Glorieta-Santa Catalina
2060,35-45,Otro,1.5,Turistica,Gratis,Baja,Familia,Bicicleta,Arbres: La volta al món
2061,+45,Otro,3.5,Turistica,1-50 Euros,Alta,Familia,A Pie,Glorieta-Santa Catalina
2062,0-18,Otro,5.5,Historica,+50 Euros,Baja,Familia,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2063,35-45,Hombre,7.5,Historica,1-50 Euros,Alta,Amigos,A Pie,Glorieta-Santa Catalina
2064,+45,Mujer,1.5,Patrimonio,+50 Euros,Baja,Pareja,A Pie,Sant Agustí - Portal Nou
2065,35-45,Otro,5.5,Literaria,+50 Euros,Alta,Solo,A Pie,Glorieta-Santa Catalina
2066,35-45,Mujer,7.5,Literaria,Gratis,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
2067,18-35,Hombre,3.5,Historica,1-50 Euros,Baja,Pareja,A Pie,Ruta Valencia en la Memòria
2068,+45,Hombre,5.5,Patrimonio,Gratis,Alta,Solo,A Pie,Trinitat - L'Almodí
2069,18-35,Mujer,7.5,Turistica,+50 Euros,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
2070,35-45,Mujer,3.5,Literaria,Gratis,Alta,Solo,A Pie,Trinitat - L'Almodí
2071,35-45,Hombre,7.5,Historica,1-50 Euros,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
2072,0-18,Mujer,1.5,Literaria,+50 Euros,Baja,Familia,Bicicleta,Entre Naranjos
2073,+45,Otro,1.5,Turistica,1-50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
2074,0-18,Otro,7.5,Patrimonio,1-50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
2075,18-35,Otro,3.5,Literaria,+50 Euros,Baja,Amigos,Bicicleta,Arbres monumentals i singulars
2076,0-18,Hombre,5.5,Literaria,Gratis,Baja,Familia,A Pie,Entre Naranjos
2077,18-35,Otro,5.5,Turistica,1-50 Euros,Baja,Pareja,A Pie,Arbres: Un passeig per l’Albereda
2078,18-35,Otro,5.5,Patrimonio,+50 Euros,Alta,Familia,Bicicleta,Ruta València amb bicicleta
2079,18-35,Hombre,3.5,Historica,+50 Euros,Alta,Familia,Bicicleta,Ruta València amb bicicleta
2080,+45,Hombre,1.5,Turistica,1-50 Euros,Baja,Solo,A Pie,Arbres: La volta al món
2081,35-45,Otro,7.5,Patrimonio,+50 Euros,Baja,Amigos,Bicicleta,Ruta Carrer Russafa - la Llotja
2082,0-18,Hombre,3.5,Historica,Gratis,Alta,Solo,A Pie,Glorieta-Santa Catalina
2083,0-18,Mujer,7.5,Turistica,+50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
2084,0-18,Otro,1.5,Historica,1-50 Euros,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
2085,+45,Otro,7.5,Historica,1-50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
2086,18-35,Mujer,7.5,Literaria,Gratis,Baja,Solo,A Pie,La barraca
2087,+45,Otro,3.5,Historica,1-50 Euros,Baja,Amigos,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2088,0-18,Mujer,3.5,Literaria,+50 Euros,Baja,Solo,Bicicleta,Entre Naranjos
2089,18-35,Otro,1.5,Patrimonio,Gratis,Alta,Familia,A Pie,Sant Agustí – Pont de Fusta
2090,0-18,Mujer,3.5,Literaria,Gratis,Alta,Solo,A Pie,Glorieta-Santa Catalina
2091,18-35,Hombre,3.5,Patrimonio,+50 Euros,Alta,Solo,Bicicleta,Ruta València amb bicicleta
2092,+45,Hombre,5.5,Historica,1-50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
2093,0-18,Hombre,7.5,Turistica,+50 Euros,Alta,Pareja,A Pie,Glorieta-Santa Catalina
2094,18-35,Hombre,5.5,Turistica,+50 Euros,Baja,Familia,A Pie,Arbres: Els indians
2095,18-35,Otro,7.5,Turistica,Gratis,Alta,Familia,A Pie,Ruta pel Centre Històric
2096,+45,Mujer,1.5,Turistica,+50 Euros,Baja,Familia,A Pie,Arbres: La volta al món
2097,18-35,Otro,3.5,Patrimonio,1-50 Euros,Alta,Solo,A Pie,Jardins del Reial - Glorieta
2098,35-45,Mujer,3.5,Turistica,1-50 Euros,Alta,Familia,A Pie,Trinitat - L'Almodí
2099,0-18,Otro,1.5,Literaria,1-50 Euros,Baja,Pareja,A Pie,Entre Naranjos
2100,35-45,Hombre,7.5,Turistica,+50 Euros,Baja,Pareja,Bicicleta,Arbres: La volta al món
2101,+45,Otro,3.5,Literaria,+50 Euros,Baja,Familia,A Pie,Contes Blasco Ibañez – Ruta 1
2102,18-35,Otro,1.5,Turistica,Gratis,Alta,Familia,Bicicleta,Ruta València amb bicicleta
2103,+45,Hombre,3.5,Historica,1-50 Euros,Baja,Pareja,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
2104,+45,Otro,7.5,Literaria,Gratis,Alta,Pareja,A Pie,Glorieta-Santa Catalina
2105,18-35,Mujer,5.5,Turistica,Gratis,Alta,Solo,A Pie,Ruta pel Centre Històric
2106,18-35,Hombre,1.5,Historica,1-50 Euros,Baja,Amigos,Bicicleta,Arbres monumentals i singulars
2107,35-45,Otro,3.5,Literaria,+50 Euros,Alta,Pareja,A Pie,Glorieta-Santa Catalina
2108,18-35,Otro,3.5,Literaria,Gratis,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
2109,35-45,Mujer,5.5,Patrimonio,Gratis,Baja,Pareja,A Pie,Ruta Carrer Russafa - la Llotja
2110,0-18,Otro,1.5,Historica,Gratis,Baja,Pareja,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2111,35-45,Hombre,7.5,Literaria,1-50 Euros,Baja,Amigos,A Pie,Contes Blasco Ibañez – Ruta 1
2112,18-35,Mujer,3.5,Patrimonio,Gratis,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
2113,18-35,Mujer,1.5,Historica,+50 Euros,Baja,Familia,Bicicleta,Ruta Cultural Anell Ciclista
2114,0-18,Otro,1.5,Turistica,1-50 Euros,Baja,Familia,Bicicleta,Arbres: La volta al món
2115,18-35,Otro,1.5,Historica,1-50 Euros,Baja,Amigos,Bicicleta,Arbres monumentals i singulars
2116,18-35,Hombre,7.5,Turistica,+50 Euros,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
2117,18-35,Hombre,7.5,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,Arbres monumentals i singulars
2118,35-45,Mujer,3.5,Historica,+50 Euros,Alta,Solo,A Pie,Trinitat - L'Almodí
2119,18-35,Mujer,3.5,Turistica,Gratis,Alta,Familia,Bicicleta,Ruta València amb bicicleta
2120,35-45,Mujer,7.5,Literaria,Gratis,Alta,Solo,A Pie,Glorieta-Santa Catalina
2121,+45,Otro,5.5,Historica,+50 Euros,Baja,Solo,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2122,+45,Mujer,5.5,Patrimonio,+50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
2123,+45,Otro,7.5,Historica,Gratis,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
2124,18-35,Otro,5.5,Turistica,+50 Euros,Baja,Pareja,A Pie,Arbres: Els indians
2125,0-18,Otro,7.5,Turistica,Gratis,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
2126,+45,Mujer,3.5,Historica,1-50 Euros,Alta,Solo,Bicicleta,Trinitat - L'Almodí
2127,+45,Mujer,7.5,Turistica,+50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
2128,18-35,Hombre,1.5,Patrimonio,1-50 Euros,Baja,Solo,Bicicleta,Arbres monumentals i singulars
2129,18-35,Mujer,7.5,Turistica,+50 Euros,Baja,Solo,A Pie,Arbres: Un passeig per l’Albereda
2130,0-18,Otro,5.5,Turistica,1-50 Euros,Baja,Pareja,A Pie,Arbres: La volta al món
2131,18-35,Otro,1.5,Turistica,Gratis,Baja,Amigos,Bicicleta,Ruta Cultural Anell Ciclista
2132,35-45,Hombre,1.5,Historica,1-50 Euros,Baja,Pareja,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2133,35-45,Mujer,5.5,Patrimonio,1-50 Euros,Alta,Solo,A Pie,Trinitat - L'Almodí
2134,18-35,Hombre,3.5,Patrimonio,Gratis,Baja,Familia,Bicicleta,Arbres monumentals i singulars
2135,35-45,Hombre,1.5,Patrimonio,+50 Euros,Baja,Familia,A Pie,Sant Agustí - Portal Nou
2136,+45,Otro,7.5,Patrimonio,Gratis,Baja,Solo,A Pie,Ruta Carrer Russafa - la Llotja
2137,35-45,Hombre,5.5,Turistica,+50 Euros,Alta,Amigos,A Pie,Glorieta-Santa Catalina
2138,+45,Otro,5.5,Patrimonio,+50 Euros,Alta,Solo,Bicicleta,Trinitat - L'Almodí
2139,0-18,Mujer,3.5,Literaria,Gratis,Baja,Solo,Bicicleta,Entre Naranjos
2140,18-35,Hombre,5.5,Turistica,Gratis,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
2141,18-35,Mujer,3.5,Literaria,+50 Euros,Baja,Solo,A Pie,La barraca
2142,+45,Hombre,3.5,Historica,+50 Euros,Alta,Pareja,A Pie,Glorieta-Santa Catalina
2143,0-18,Mujer,3.5,Literaria,+50 Euros,Alta,Amigos,A Pie,Glorieta-Santa Catalina
2144,+45,Otro,5.5,Historica,1-50 Euros,Alta,Familia,A Pie,Trinitat - L'Almodí
2145,18-35,Otro,1.5,Literaria,Gratis,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
2146,+45,Hombre,3.5,Patrimonio,1-50 Euros,Baja,Familia,Bicicleta,Torres de Quart - Temple
2147,35-45,Otro,1.5,Historica,+50 Euros,Baja,Pareja,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2148,18-35,Otro,5.5,Patrimonio,1-50 Euros,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
2149,0-18,Otro,3.5,Literaria,1-50 Euros,Baja,Solo,Bicicleta,Entre Naranjos
2150,35-45,Otro,1.5,Literaria,1-50 Euros,Alta,Amigos,A Pie,Trinitat - L'Almodí
2151,+45,Hombre,3.5,Literaria,+50 Euros,Baja,Amigos,A Pie,Contes Blasco Ibañez – Ruta 1
2152,0-18,Hombre,3.5,Patrimonio,Gratis,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
2153,35-45,Otro,3.5,Patrimonio,1-50 Euros,Alta,Pareja,A Pie,Glorieta-Santa Catalina
2154,35-45,Mujer,7.5,Patrimonio,Gratis,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
2155,0-18,Hombre,5.5,Literaria,1-50 Euros,Baja,Solo,Bicicleta,Contes Blasco Ibañez – Ruta 1
2156,0-18,Hombre,3.5,Turistica,Gratis,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
2157,35-45,Otro,1.5,Literaria,1-50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
2158,+45,Mujer,3.5,Historica,Gratis,Baja,Familia,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2159,+45,Hombre,5.5,Turistica,Gratis,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
2160,0-18,Mujer,1.5,Historica,Gratis,Alta,Familia,Bicicleta,Trinitat - L'Almodí
2161,0-18,Otro,3.5,Patrimonio,+50 Euros,Baja,Solo,Bicicleta,Torres de Quart - Temple
2162,0-18,Hombre,1.5,Historica,1-50 Euros,Alta,Solo,A Pie,Trinitat - L'Almodí
2163,+45,Otro,5.5,Literaria,+50 Euros,Alta,Familia,A Pie,Trinitat - L'Almodí
2164,35-45,Mujer,5.5,Historica,1-50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
2165,0-18,Mujer,5.5,Turistica,1-50 Euros,Baja,Familia,A Pie,Arbres: La volta al món
2166,+45,Otro,5.5,Literaria,1-50 Euros,Baja,Familia,Bicicleta,Entre Naranjos
2167,18-35,Hombre,3.5,Historica,+50 Euros,Baja,Familia,A Pie,Ruta Valencia en la Memòria
2168,+45,Hombre,1.5,Historica,+50 Euros,Alta,Familia,A Pie,Glorieta-Santa Catalina
2169,0-18,Otro,1.5,Historica,1-50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
2170,0-18,Otro,1.5,Literaria,1-50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
2171,+45,Otro,5.5,Historica,1-50 Euros,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
2172,0-18,Mujer,7.5,Historica,Gratis,Baja,Pareja,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2173,+45,Hombre,7.5,Historica,1-50 Euros,Baja,Solo,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2174,0-18,Otro,3.5,Historica,1-50 Euros,Baja,Solo,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
2175,35-45,Mujer,5.5,Literaria,+50 Euros,Alta,Pareja,Bicicleta,Glorieta-Santa Catalina
2176,+45,Otro,5.5,Literaria,Gratis,Alta,Solo,A Pie,Trinitat - L'Almodí
2177,+45,Hombre,7.5,Patrimonio,Gratis,Alta,Pareja,A Pie,Trinitat - L'Almodí
2178,0-18,Mujer,3.5,Literaria,1-50 Euros,Alta,Familia,A Pie,Glorieta-Santa Catalina
2179,35-45,Mujer,5.5,Historica,+50 Euros,Alta,Pareja,A Pie,Glorieta-Santa Catalina
2180,0-18,Mujer,3.5,Patrimonio,1-50 Euros,Baja,Solo,Bicicleta,Torres de Quart - Temple
2181,+45,Otro,3.5,Patrimonio,+50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
2182,35-45,Hombre,1.5,Literaria,+50 Euros,Baja,Amigos,A Pie,Contes Blasco Ibañez – Ruta 1
2183,18-35,Hombre,5.5,Literaria,1-50 Euros,Baja,Pareja,A Pie,Contes Blasco Ibañez – Ruta 2
2184,+45,Otro,3.5,Literaria,1-50 Euros,Alta,Pareja,A Pie,Glorieta-Santa Catalina
2185,+45,Mujer,1.5,Literaria,1-50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
2186,0-18,Hombre,5.5,Turistica,+50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
2187,18-35,Mujer,1.5,Historica,Gratis,Alta,Familia,Bicicleta,Ruta València amb bicicleta
2188,18-35,Otro,5.5,Turistica,+50 Euros,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
2189,0-18,Hombre,3.5,Patrimonio,1-50 Euros,Baja,Pareja,Bicicleta,Torres de Quart - Temple
2190,35-45,Hombre,3.5,Literaria,+50 Euros,Alta,Amigos,A Pie,Trinitat - L'Almodí
2191,35-45,Otro,1.5,Turistica,Gratis,Alta,Pareja,A Pie,Glorieta-Santa Catalina
2192,18-35,Otro,7.5,Historica,1-50 Euros,Baja,Familia,Bicicleta,Ruta Cultural Anell Ciclista
2193,18-35,Mujer,3.5,Turistica,1-50 Euros,Alta,Pareja,A Pie,Ruta pel Centre Històric
2194,35-45,Otro,7.5,Patrimonio,+50 Euros,Alta,Familia,A Pie,Glorieta-Santa Catalina
2195,35-45,Hombre,1.5,Patrimonio,Gratis,Baja,Familia,Bicicleta,Sant Agustí - Portal Nou
2196,18-35,Otro,7.5,Literaria,1-50 Euros,Baja,Solo,A Pie,Contes Blasco Ibañez – Ruta 2
2197,0-18,Mujer,1.5,Turistica,+50 Euros,Alta,Amigos,A Pie,Glorieta-Santa Catalina
2198,0-18,Otro,3.5,Patrimonio,Gratis,Alta,Pareja,Bicicleta,Trinitat - L'Almodí
2199,18-35,Otro,3.5,Patrimonio,+50 Euros,Alta,Amigos,A Pie,Sant Agustí – Pont de Fusta
2200,0-18,Otro,7.5,Historica,Gratis,Baja,Solo,A Pie,Ruta dels Pecats a l'entorn del Mercat Central
2201,18-35,Hombre,1.5,Literaria,1-50 Euros,Baja,Solo,Bicicleta,Ruta Cultural Anell Ciclista
2202,35-45,Mujer,7.5,Historica,Gratis,Baja,Amigos,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
2203,+45,Hombre,7.5,Turistica,Gratis,Baja,Pareja,A Pie,Arbres: La volta al món
2204,0-18,Mujer,3.5,Patrimonio,1-50 Euros,Baja,Solo,A Pie,Torres de Quart - Temple
2205,35-45,Mujer,3.5,Historica,Gratis,Baja,Solo,Bicicleta,Ruta dels Pecats a l'entorn del Mercat Central
2206,35-45,Mujer,3.5,Turistica,1-50 Euros,Alta,Amigos,Bicicleta,Trinitat - L'Almodí
2207,18-35,Otro,5.5,Historica,Gratis,Alta,Amigos,Bicicleta,Ruta València amb bicicleta
2208,0-18,Otro,5.5,Patrimonio,Gratis,Alta,Solo,A Pie,Trinitat - L'Almodí
2209,18-35,Hombre,3.5,Turistica,+50 Euros,Baja,Pareja,A Pie,Arbres: Un passeig per l’Albereda
2210,18-35,Hombre,3.5,Turistica,Gratis,Baja,Pareja,A Pie,Arbres: Un viatge pel Mediterrani
2211,+45,Hombre,3.5,Historica,+50 Euros,Alta,Amigos,Bicicleta,Glorieta-Santa Catalina
2212,0-18,Hombre,7.5,Turistica,+50 Euros,Alta,Familia,Bicicleta,Glorieta-Santa Catalina
2213,35-45,Hombre,1.5,Turistica,1-50 Euros,Alta,Solo,Bicicleta,Glorieta-Santa Catalina
2214,0-18,Mujer,7.5,Literaria,+50 Euros,Baja,Solo,A Pie,Entre Naranjos
2215,18-35,Mujer,5.5,Turistica,Gratis,Alta,Pareja,A Pie,Ruta pel Centre Històric
2216,18-35,Mujer,7.5,Turistica,+50 Euros,Baja,Familia,Bicicleta,Arbres monumentals i singulars
2217,18-35,Otro,3.5,Turistica,1-50 Euros,Alta,Pareja,Bicicleta,Ruta València amb bicicleta
2218,18-35,Otro,7.5,Turistica,Gratis,Baja,Familia,A Pie,Arbres: Els indians
2219,18-35,Hombre,3.5,Historica,Gratis,Baja,Familia,A Pie,Ruta Valencia en la Memòria
2220,+45,Otro,5.5,Turistica,1-50 Euros,Alta,Familia,Bicicleta,Trinitat - L'Almodí
